# l                Dl               -dDl             +dDl             
  7.56000000e+02   3.05623927e+01   3.83985133e+00   3.83985133e+00
  7.57000000e+02   2.43748017e+01   3.83392912e+00   3.83392912e+00
  7.58000000e+02   2.08055770e+01   3.82805504e+00   3.82805504e+00
  7.59000000e+02   2.63472906e+01   3.82223564e+00   3.82223564e+00
  7.60000000e+02   3.41776069e+01   3.81647750e+00   3.81647750e+00
  7.61000000e+02   2.69029150e+01   3.81078678e+00   3.81078678e+00
  7.62000000e+02   1.90118502e+01   3.80516875e+00   3.80516875e+00
  7.63000000e+02   2.29210116e+01   3.79963030e+00   3.79963030e+00
  7.64000000e+02   2.06896027e+01   3.79417726e+00   3.79417726e+00
  7.65000000e+02   2.62141869e+01   3.78881572e+00   3.78881572e+00
  7.66000000e+02   1.68438667e+01   3.78355157e+00   3.78355157e+00
  7.67000000e+02   2.59804848e+01   3.77839083e+00   3.77839083e+00
  7.68000000e+02   2.80598589e+01   3.77333922e+00   3.77333922e+00
  7.69000000e+02   1.86636185e+01   3.76840246e+00   3.76840246e+00
  7.70000000e+02   1.79577351e+01   3.76358644e+00   3.76358644e+00
  7.71000000e+02   1.82921074e+01   3.75889696e+00   3.75889696e+00
  7.72000000e+02   2.39098390e+01   3.75433956e+00   3.75433956e+00
  7.73000000e+02   1.93271566e+01   3.74991982e+00   3.74991982e+00
  7.74000000e+02   2.15964088e+01   3.74564338e+00   3.74564338e+00
  7.75000000e+02   2.31508724e+01   3.74151574e+00   3.74151574e+00
  7.76000000e+02   1.64492190e+01   3.73754281e+00   3.73754281e+00
  7.77000000e+02   2.02917883e+01   3.73372975e+00   3.73372975e+00
  7.78000000e+02   2.61777733e+01   3.73008115e+00   3.73008115e+00
  7.79000000e+02   2.36323393e+01   3.72660220e+00   3.72660220e+00
  7.80000000e+02   1.71462247e+01   3.72329881e+00   3.72329881e+00
  7.81000000e+02   1.23904953e+01   3.72017255e+00   3.72017255e+00
  7.82000000e+02   2.05944683e+01   3.71722892e+00   3.71722892e+00
  7.83000000e+02   1.55343710e+01   3.71447290e+00   3.71447290e+00
  7.84000000e+02   2.01774661e+01   3.71190889e+00   3.71190889e+00
  7.85000000e+02   2.37044209e+01   3.70954129e+00   3.70954129e+00
  7.86000000e+02   2.02516117e+01   3.70737422e+00   3.70737422e+00
  7.87000000e+02   2.13570019e+01   3.70541227e+00   3.70541227e+00
  7.88000000e+02   1.88556975e+01   3.70365960e+00   3.70365960e+00
  7.89000000e+02   2.17819543e+01   3.70212046e+00   3.70212046e+00
  7.90000000e+02   1.08145024e+01   3.70079921e+00   3.70079921e+00
  7.91000000e+02   1.59978043e+01   3.69969996e+00   3.69969996e+00
  7.92000000e+02   2.32087373e+01   3.69882720e+00   3.69882720e+00
  7.93000000e+02   1.96155825e+01   3.69818478e+00   3.69818478e+00
  7.94000000e+02   1.48407410e+01   3.69777603e+00   3.69777603e+00
  7.95000000e+02   1.58155731e+01   3.69760532e+00   3.69760532e+00
  7.96000000e+02   1.96883369e+01   3.69767551e+00   3.69767551e+00
  7.97000000e+02   2.19500026e+01   3.69798954e+00   3.69798954e+00
  7.98000000e+02   1.92126759e+01   3.69854996e+00   3.69854996e+00
  7.99000000e+02   1.59138906e+01   3.69935945e+00   3.69935945e+00
  8.00000000e+02   1.04976486e+01   3.70042087e+00   3.70042087e+00
  8.01000000e+02   1.73133449e+01   3.70173678e+00   3.70173678e+00
  8.02000000e+02   1.18992680e+01   3.70330987e+00   3.70330987e+00
  8.03000000e+02   1.58341245e+01   3.70514296e+00   3.70514296e+00
  8.04000000e+02   1.81167199e+01   3.70723864e+00   3.70723864e+00
  8.05000000e+02   1.41472137e+01   3.70959980e+00   3.70959980e+00
  8.06000000e+02   1.87917192e+01   3.71222867e+00   3.71222867e+00
  8.07000000e+02   2.00639953e+01   3.71512840e+00   3.71512840e+00
  8.08000000e+02   1.65218716e+01   3.71830239e+00   3.71830239e+00
  8.09000000e+02   1.69260868e+01   3.72175250e+00   3.72175250e+00
  8.10000000e+02   1.35627813e+01   3.72548088e+00   3.72548088e+00
  8.11000000e+02   1.40492859e+01   3.72949073e+00   3.72949073e+00
  8.12000000e+02   1.70177578e+01   3.73378440e+00   3.73378440e+00
  8.13000000e+02   1.78533781e+01   3.73836281e+00   3.73836281e+00
  8.14000000e+02   1.38169925e+01   3.74322698e+00   3.74322698e+00
  8.15000000e+02   1.74330340e+01   3.74837728e+00   3.74837728e+00
  8.16000000e+02   1.71396318e+01   3.75381468e+00   3.75381468e+00
  8.17000000e+02   9.33306368e+00   3.75954002e+00   3.75954002e+00
  8.18000000e+02   1.16371290e+01   3.76555388e+00   3.76555388e+00
  8.19000000e+02   9.54489401e+00   3.77185721e+00   3.77185721e+00
  8.20000000e+02   1.08774400e+01   3.77845079e+00   3.77845079e+00
  8.21000000e+02   1.15464068e+01   3.78533559e+00   3.78533559e+00
  8.22000000e+02   9.18223883e+00   3.79251246e+00   3.79251246e+00
  8.23000000e+02   1.38794256e+01   3.79998231e+00   3.79998231e+00
  8.24000000e+02   1.62242140e+01   3.80774666e+00   3.80774666e+00
  8.25000000e+02   1.71168085e+01   3.81580612e+00   3.81580612e+00
  8.26000000e+02   4.03108275e+00   3.82416089e+00   3.82416089e+00
  8.27000000e+02   1.49500996e+01   3.83281246e+00   3.83281246e+00
  8.28000000e+02   1.21426739e+01   3.84176224e+00   3.84176224e+00
  8.29000000e+02   1.21950564e+01   3.85101077e+00   3.85101077e+00
  8.30000000e+02   1.62339993e+01   3.86055760e+00   3.86055760e+00
  8.31000000e+02   1.09414416e+01   3.87040303e+00   3.87040303e+00
  8.32000000e+02   1.54296395e+01   3.88054637e+00   3.88054637e+00
  8.33000000e+02   1.05566855e+01   3.89098741e+00   3.89098741e+00
  8.34000000e+02   1.17416712e+01   3.90172566e+00   3.90172566e+00
  8.35000000e+02   1.17701135e+01   3.91276085e+00   3.91276085e+00
  8.36000000e+02   5.87515005e+00   3.92409317e+00   3.92409317e+00
  8.37000000e+02   1.08285967e+01   3.93572203e+00   3.93572203e+00
  8.38000000e+02   1.43087019e+01   3.94764746e+00   3.94764746e+00
  8.39000000e+02   8.97232792e+00   3.95986936e+00   3.95986936e+00
  8.40000000e+02   1.70669995e+01   3.97238831e+00   3.97238831e+00
  8.41000000e+02   1.58608621e+01   3.98520351e+00   3.98520351e+00
  8.42000000e+02   8.06656337e+00   3.99831429e+00   3.99831429e+00
  8.43000000e+02   1.75662715e+01   4.01172124e+00   4.01172124e+00
  8.44000000e+02   1.48537548e+01   4.02542443e+00   4.02542443e+00
  8.45000000e+02   1.11178558e+01   4.03942392e+00   4.03942392e+00
  8.46000000e+02   1.21051127e+01   4.05371923e+00   4.05371923e+00
  8.47000000e+02   1.41500088e+01   4.06830856e+00   4.06830856e+00
  8.48000000e+02   6.41903741e+00   4.08318925e+00   4.08318925e+00
  8.49000000e+02   1.06858542e+01   4.09835892e+00   4.09835892e+00
  8.50000000e+02   1.95756241e+01   4.11381547e+00   4.11381547e+00
  8.51000000e+02   1.08385756e+01   4.12955625e+00   4.12955625e+00
  8.52000000e+02   1.65914724e+01   4.14557930e+00   4.14557930e+00
  8.53000000e+02   6.46710464e+00   4.16188234e+00   4.16188234e+00
  8.54000000e+02   1.07242538e+01   4.17846263e+00   4.17846263e+00
  8.55000000e+02   2.14120904e+01   4.19531837e+00   4.19531837e+00
  8.56000000e+02   1.13212358e+01   4.21244790e+00   4.21244790e+00
  8.57000000e+02   1.41950836e+01   4.22984849e+00   4.22984849e+00
  8.58000000e+02   1.74306975e+01   4.24751696e+00   4.24751696e+00
  8.59000000e+02   1.82368137e+01   4.26545221e+00   4.26545221e+00
  8.60000000e+02   1.56159916e+01   4.28365167e+00   4.28365167e+00
  8.61000000e+02   1.43951462e+01   4.30211318e+00   4.30211318e+00
  8.62000000e+02   1.51275462e+01   4.32083489e+00   4.32083489e+00
  8.63000000e+02   1.39172262e+01   4.33981436e+00   4.33981436e+00
  8.64000000e+02   1.95137677e+01   4.35904847e+00   4.35904847e+00
  8.65000000e+02   1.63763637e+01   4.37853368e+00   4.37853368e+00
  8.66000000e+02   9.44663602e+00   4.39826732e+00   4.39826732e+00
  8.67000000e+02   2.46373773e+01   4.41824556e+00   4.41824556e+00
  8.68000000e+02   1.35482622e+01   4.43846542e+00   4.43846542e+00
  8.69000000e+02   1.36077149e+01   4.45892358e+00   4.45892358e+00
  8.70000000e+02   1.32070875e+01   4.47961708e+00   4.47961708e+00
  8.71000000e+02   1.81369990e+01   4.50054226e+00   4.50054226e+00
  8.72000000e+02   1.84907639e+01   4.52169681e+00   4.52169681e+00
  8.73000000e+02   2.04161126e+01   4.54307679e+00   4.54307679e+00
  8.74000000e+02   1.19599970e+01   4.56467848e+00   4.56467848e+00
  8.75000000e+02   1.47938709e+01   4.58649902e+00   4.58649902e+00
  8.76000000e+02   2.26707931e+01   4.60853522e+00   4.60853522e+00
  8.77000000e+02   1.98958818e+01   4.63078404e+00   4.63078404e+00
  8.78000000e+02   2.02570582e+01   4.65324204e+00   4.65324204e+00
  8.79000000e+02   1.75493058e+01   4.67590601e+00   4.67590601e+00
  8.80000000e+02   1.64732315e+01   4.69877268e+00   4.69877268e+00
  8.81000000e+02   1.53259820e+01   4.72183728e+00   4.72183728e+00
  8.82000000e+02   1.95209785e+01   4.74509567e+00   4.74509567e+00
  8.83000000e+02   2.04254881e+01   4.76854264e+00   4.76854264e+00
  8.84000000e+02   1.65881299e+01   4.79217388e+00   4.79217388e+00
  8.85000000e+02   1.63035474e+01   4.81598465e+00   4.81598465e+00
  8.86000000e+02   2.20658825e+01   4.83997003e+00   4.83997003e+00
  8.87000000e+02   3.59676711e+01   4.86412580e+00   4.86412580e+00
  8.88000000e+02   2.71196561e+01   4.88844784e+00   4.88844784e+00
  8.89000000e+02   2.00409590e+01   4.91293064e+00   4.91293064e+00
  8.90000000e+02   2.01093796e+01   4.93756885e+00   4.93756885e+00
  8.91000000e+02   2.10459906e+01   4.96235854e+00   4.96235854e+00
  8.92000000e+02   2.08429622e+01   4.98729465e+00   4.98729465e+00
  8.93000000e+02   1.91112523e+01   5.01237289e+00   5.01237289e+00
  8.94000000e+02   2.01161175e+01   5.03758810e+00   5.03758810e+00
  8.95000000e+02   3.24235708e+01   5.06293591e+00   5.06293591e+00
  8.96000000e+02   1.65422106e+01   5.08841120e+00   5.08841120e+00
  8.97000000e+02   2.28401680e+01   5.11400964e+00   5.11400964e+00
  8.98000000e+02   3.59116381e+01   5.13972571e+00   5.13972571e+00
  8.99000000e+02   2.84826146e+01   5.16555421e+00   5.16555421e+00
  9.00000000e+02   2.19216592e+01   5.19149023e+00   5.19149023e+00
  9.01000000e+02   3.22772176e+01   5.21752829e+00   5.21752829e+00
  9.02000000e+02   2.33909093e+01   5.24366330e+00   5.24366330e+00
  9.03000000e+02   1.72889174e+01   5.26988972e+00   5.26988972e+00
  9.04000000e+02   2.87941790e+01   5.29620354e+00   5.29620354e+00
  9.05000000e+02   2.10172598e+01   5.32259862e+00   5.32259862e+00
  9.06000000e+02   2.52742868e+01   5.34906892e+00   5.34906892e+00
  9.07000000e+02   2.97159350e+01   5.37560962e+00   5.37560962e+00
  9.08000000e+02   1.40231259e+01   5.40221569e+00   5.40221569e+00
  9.09000000e+02   1.77261100e+01   5.42888173e+00   5.42888173e+00
  9.10000000e+02   2.07115392e+01   5.45560280e+00   5.45560280e+00
  9.11000000e+02   3.93036014e+01   5.48237304e+00   5.48237304e+00
  9.12000000e+02   4.24370109e+01   5.50918772e+00   5.50918772e+00
  9.13000000e+02   3.38481022e+01   5.53604067e+00   5.53604067e+00
  9.14000000e+02   1.76618764e+01   5.56292745e+00   5.56292745e+00
  9.15000000e+02   3.18129965e+01   5.58984217e+00   5.58984217e+00
  9.16000000e+02   3.15467246e+01   5.61677894e+00   5.61677894e+00
  9.17000000e+02   2.11726885e+01   5.64373237e+00   5.64373237e+00
  9.18000000e+02   2.54054849e+01   5.67069695e+00   5.67069695e+00
  9.19000000e+02   4.50737126e+01   5.69766695e+00   5.69766695e+00
  9.20000000e+02   2.68658620e+01   5.72463750e+00   5.72463750e+00
  9.21000000e+02   2.76226552e+01   5.75160222e+00   5.75160222e+00
  9.22000000e+02   3.52168823e+01   5.77855466e+00   5.77855466e+00
  9.23000000e+02   2.70225226e+01   5.80548997e+00   5.80548997e+00
  9.24000000e+02   3.61042955e+01   5.83240248e+00   5.83240248e+00
  9.25000000e+02   2.83646261e+01   5.85928640e+00   5.85928640e+00
  9.26000000e+02   2.77059343e+01   5.88613615e+00   5.88613615e+00
  9.27000000e+02   3.09747511e+01   5.91294608e+00   5.91294608e+00
  9.28000000e+02   2.92793983e+01   5.93971052e+00   5.93971052e+00
  9.29000000e+02   3.84740737e+01   5.96642375e+00   5.96642375e+00
  9.30000000e+02   3.71279764e+01   5.99308032e+00   5.99308032e+00
  9.31000000e+02   3.13790619e+01   6.01967455e+00   6.01967455e+00
  9.32000000e+02   3.08416260e+01   6.04620232e+00   6.04620232e+00
  9.33000000e+02   4.29426512e+01   6.07265877e+00   6.07265877e+00
  9.34000000e+02   3.42608234e+01   6.09904053e+00   6.09904053e+00
  9.35000000e+02   3.89129226e+01   6.12534299e+00   6.12534299e+00
  9.36000000e+02   3.50256345e+01   6.15156298e+00   6.15156298e+00
  9.37000000e+02   4.21167438e+01   6.17769566e+00   6.17769566e+00
  9.38000000e+02   4.42273403e+01   6.20373569e+00   6.20373569e+00
  9.39000000e+02   2.93054718e+01   6.22967959e+00   6.22967959e+00
  9.40000000e+02   4.25179033e+01   6.25552358e+00   6.25552358e+00
  9.41000000e+02   3.50818945e+01   6.28126323e+00   6.28126323e+00
  9.42000000e+02   3.91374765e+01   6.30689425e+00   6.30689425e+00
  9.43000000e+02   3.65044173e+01   6.33241288e+00   6.33241288e+00
  9.44000000e+02   3.43813234e+01   6.35781474e+00   6.35781474e+00
  9.45000000e+02   3.59968959e+01   6.38309556e+00   6.38309556e+00
  9.46000000e+02   3.94230484e+01   6.40825144e+00   6.40825144e+00
  9.47000000e+02   4.22019596e+01   6.43327814e+00   6.43327814e+00
  9.48000000e+02   2.64570519e+01   6.45817184e+00   6.45817184e+00
  9.49000000e+02   4.18247315e+01   6.48292859e+00   6.48292859e+00
  9.50000000e+02   3.02341393e+01   6.50754447e+00   6.50754447e+00
  9.51000000e+02   3.06358282e+01   6.53201643e+00   6.53201643e+00
  9.52000000e+02   4.23109450e+01   6.55634133e+00   6.55634133e+00
  9.53000000e+02   4.92318190e+01   6.58051491e+00   6.58051491e+00
  9.54000000e+02   3.23700332e+01   6.60453247e+00   6.60453247e+00
  9.55000000e+02   4.50451935e+01   6.62839143e+00   6.62839143e+00
  9.56000000e+02   4.34970980e+01   6.65208810e+00   6.65208810e+00
  9.57000000e+02   3.64617936e+01   6.67561865e+00   6.67561865e+00
  9.58000000e+02   4.77743137e+01   6.69898011e+00   6.69898011e+00
  9.59000000e+02   2.68364943e+01   6.72216840e+00   6.72216840e+00
  9.60000000e+02   3.90988513e+01   6.74518002e+00   6.74518002e+00
  9.61000000e+02   3.86015552e+01   6.76801160e+00   6.76801160e+00
  9.62000000e+02   4.12295809e+01   6.79065962e+00   6.79065962e+00
  9.63000000e+02   3.67087076e+01   6.81312041e+00   6.81312041e+00
  9.64000000e+02   4.05479799e+01   6.83539064e+00   6.83539064e+00
  9.65000000e+02   4.71239305e+01   6.85746716e+00   6.85746716e+00
  9.66000000e+02   3.34239860e+01   6.87934855e+00   6.87934855e+00
  9.67000000e+02   4.94158252e+01   6.90103391e+00   6.90103391e+00
  9.68000000e+02   3.94026390e+01   6.92252307e+00   6.92252307e+00
  9.69000000e+02   3.48599959e+01   6.94381442e+00   6.94381442e+00
  9.70000000e+02   3.62606331e+01   6.96490575e+00   6.96490575e+00
  9.71000000e+02   4.43713225e+01   6.98579723e+00   6.98579723e+00
  9.72000000e+02   3.88451429e+01   7.00648743e+00   7.00648743e+00
  9.73000000e+02   5.20087707e+01   7.02697587e+00   7.02697587e+00
  9.74000000e+02   2.81710332e+01   7.04726157e+00   7.04726157e+00
  9.75000000e+02   3.85532665e+01   7.06734309e+00   7.06734309e+00
  9.76000000e+02   3.93264697e+01   7.08722044e+00   7.08722044e+00
  9.77000000e+02   3.17831445e+01   7.10689193e+00   7.10689193e+00
  9.78000000e+02   5.20528757e+01   7.12635717e+00   7.12635717e+00
  9.79000000e+02   3.62810994e+01   7.14561513e+00   7.14561513e+00
  9.80000000e+02   4.95732029e+01   7.16466495e+00   7.16466495e+00
  9.81000000e+02   3.50385501e+01   7.18350619e+00   7.18350619e+00
  9.82000000e+02   4.52265658e+01   7.20213796e+00   7.20213796e+00
  9.83000000e+02   2.84891755e+01   7.22056046e+00   7.22056046e+00
  9.84000000e+02   4.54607563e+01   7.23877621e+00   7.23877621e+00
  9.85000000e+02   5.08500778e+01   7.25678403e+00   7.25678403e+00
  9.86000000e+02   2.55397298e+01   7.27458478e+00   7.27458478e+00
  9.87000000e+02   4.53455375e+01   7.29217901e+00   7.29217901e+00
  9.88000000e+02   3.39637973e+01   7.30956733e+00   7.30956733e+00
  9.89000000e+02   3.77386171e+01   7.32675120e+00   7.32675120e+00
  9.90000000e+02   3.63050164e+01   7.34373348e+00   7.34373348e+00
  9.91000000e+02   4.77918146e+01   7.36051118e+00   7.36051118e+00
  9.92000000e+02   4.83437662e+01   7.37713642e+00   7.37713642e+00
  9.93000000e+02   2.80466103e+01   7.39350902e+00   7.39350902e+00
  9.94000000e+02   3.98624846e+01   7.40974024e+00   7.40974024e+00
  9.95000000e+02   4.77448936e+01   7.42571307e+00   7.42571307e+00
  9.96000000e+02   4.03619031e+01   7.44161449e+00   7.44161449e+00
  9.97000000e+02   4.16635735e+01   7.45718879e+00   7.45718879e+00
  9.98000000e+02   4.95379840e+01   7.48882503e+00   7.48882503e+00
  9.99000000e+02   3.89627735e+01   7.50403268e+00   7.50403268e+00
  1.00000000e+03   4.49151166e+01   9.14311431e+00   9.14311431e+00
  1.00100000e+03   3.69936436e+01   9.15950718e+00   9.15950718e+00
  1.00200000e+03   4.21631020e+01   9.26316245e+00   9.26316245e+00
  1.00300000e+03   5.80726418e+01   9.27918109e+00   9.27918109e+00
  1.00400000e+03   4.18859491e+01   9.29664885e+00   9.29664885e+00
  1.00500000e+03   3.95765514e+01   9.31226253e+00   9.31226253e+00
  1.00600000e+03   3.00309748e+01   9.32770034e+00   9.32770034e+00
  1.00700000e+03   4.04930853e+01   9.34291163e+00   9.34291163e+00
  1.00800000e+03   3.10063551e+01   9.35794824e+00   9.35794824e+00
  1.00900000e+03   4.93149152e+01   9.37276658e+00   9.37276658e+00
  1.01000000e+03   4.22795230e+01   9.38738986e+00   9.38738986e+00
  1.01100000e+03   4.98414429e+01   9.40182595e+00   9.40182595e+00
  1.01200000e+03   3.97238585e+01   9.41607415e+00   9.41607415e+00
  1.01300000e+03   4.15363949e+01   9.43014071e+00   9.43014071e+00
  1.01400000e+03   4.94050626e+01   9.44402650e+00   9.44402650e+00
  1.01500000e+03   4.91160719e+01   9.45773479e+00   9.45773479e+00
  1.01600000e+03   3.77423626e+01   9.47126991e+00   9.47126991e+00
  1.01700000e+03   5.77163226e+01   9.48463653e+00   9.48463653e+00
  1.01800000e+03   3.71633205e+01   9.49783671e+00   9.49783671e+00
  1.01900000e+03   3.47516183e+01   9.51087760e+00   9.51087760e+00
  1.02000000e+03   4.42118345e+01   9.52376431e+00   9.52376431e+00
  1.02100000e+03   5.50825603e+01   9.53650109e+00   9.53650109e+00
  1.02200000e+03   5.12198693e+01   9.54909363e+00   9.54909363e+00
  1.02300000e+03   5.07596399e+01   9.56154731e+00   9.56154731e+00
  1.02400000e+03   3.91062424e+01   9.57386612e+00   9.57386612e+00
  1.02500000e+03   3.27975527e+01   9.58605536e+00   9.58605536e+00
  1.02600000e+03   4.41061391e+01   9.59812025e+00   9.59812025e+00
  1.02700000e+03   3.83664891e+01   9.61006589e+00   9.61006589e+00
  1.02800000e+03   3.79635704e+01   9.62189676e+00   9.62189676e+00
  1.02900000e+03   3.13476435e+01   9.63361849e+00   9.63361849e+00
  1.03000000e+03   4.77648230e+01   9.64523493e+00   9.64523493e+00
  1.03100000e+03   4.52926859e+01   9.65675176e+00   9.65675176e+00
  1.03200000e+03   1.87742189e+01   9.66817568e+00   9.66817568e+00
  1.03300000e+03   4.29310246e+01   9.67950973e+00   9.67950973e+00
  1.03400000e+03   4.75554968e+01   9.69075663e+00   9.69075663e+00
  1.03500000e+03   4.27937101e+01   9.70192448e+00   9.70192448e+00
  1.03600000e+03   4.25711962e+01   9.71301716e+00   9.71301716e+00
  1.03700000e+03   3.57471963e+01   9.72404027e+00   9.72404027e+00
  1.03800000e+03   3.92592697e+01   9.73499831e+00   9.73499831e+00
  1.03900000e+03   2.85146947e+01   9.74589698e+00   9.74589698e+00
  1.04000000e+03   3.73256339e+01   9.75674048e+00   9.75674048e+00
  1.04100000e+03   3.27412102e+01   9.76753456e+00   9.76753456e+00
  1.04200000e+03   3.00063322e+01   9.77828371e+00   9.77828371e+00
  1.04300000e+03   2.70342461e+01   9.78899281e+00   9.78899281e+00
  1.04400000e+03   5.91547174e+01   9.79966737e+00   9.79966737e+00
  1.04500000e+03   3.90188356e+01   9.81031116e+00   9.81031116e+00
  1.04600000e+03   2.20273783e+01   9.82093004e+00   9.82093004e+00
  1.04700000e+03   3.55865426e+01   9.83152808e+00   9.83152808e+00
  1.04800000e+03   4.23205539e+01   9.84211317e+00   9.84211317e+00
  1.04900000e+03   2.58787773e+01   9.85268705e+00   9.85268705e+00
  1.05000000e+03   4.02553154e+01   9.86325340e+00   9.86325340e+00
  1.05100000e+03   5.69089627e+01   9.87381968e+00   9.87381968e+00
  1.05200000e+03   2.35867670e+01   9.88439071e+00   9.88439071e+00
  1.05300000e+03   3.60915911e+01   9.89497351e+00   9.89497351e+00
  1.05400000e+03   3.53634521e+01   9.90557278e+00   9.90557278e+00
  1.05500000e+03   4.33260488e+01   9.91619453e+00   9.91619453e+00
  1.05600000e+03   2.28322533e+01   9.92684429e+00   9.92684429e+00
  1.05700000e+03   4.84150081e+01   9.93752748e+00   9.93752748e+00
  1.05800000e+03   4.26903095e+01   9.94825070e+00   9.94825070e+00
  1.05900000e+03   2.66533516e+01   9.95901825e+00   9.95901825e+00
  1.06000000e+03   2.28084404e+01   9.96983579e+00   9.96983579e+00
  1.06100000e+03   4.87191518e+01   9.98070926e+00   9.98070926e+00
  1.06200000e+03   4.43967928e+01   9.99164396e+00   9.99164396e+00
  1.06300000e+03   1.74940148e+01   1.00026452e+01   1.00026452e+01
  1.06400000e+03   3.69463945e+01   1.00137200e+01   1.00137200e+01
  1.06500000e+03   3.37766909e+01   1.00248729e+01   1.00248729e+01
  1.06600000e+03   1.92011174e+01   1.00361060e+01   1.00361060e+01
  1.06700000e+03   3.16711396e+01   1.00474272e+01   1.00474272e+01
  1.06800000e+03   2.62969140e+01   1.00588403e+01   1.00588403e+01
  1.06900000e+03   2.64073003e+01   1.00703514e+01   1.00703514e+01
  1.07000000e+03   4.04052286e+01   1.00819635e+01   1.00819635e+01
  1.07100000e+03   2.63566941e+01   1.00936825e+01   1.00936825e+01
  1.07200000e+03   2.20613882e+01   1.01055125e+01   1.01055125e+01
  1.07300000e+03   3.37974607e+01   1.01174579e+01   1.01174579e+01
  1.07400000e+03   1.82742196e+01   1.01295234e+01   1.01295234e+01
  1.07500000e+03   2.68004825e+01   1.01417137e+01   1.01417137e+01
  1.07600000e+03   1.70955352e+01   1.01540329e+01   1.01540329e+01
  1.07700000e+03   3.09501564e+01   1.01664854e+01   1.01664854e+01
  1.07800000e+03   2.39897598e+01   1.01790763e+01   1.01790763e+01
  1.07900000e+03   2.71793514e+01   1.01918091e+01   1.01918091e+01
  1.08000000e+03   2.67434110e+01   1.02046912e+01   1.02046912e+01
  1.08100000e+03   1.16047955e+01   1.02177252e+01   1.02177252e+01
  1.08200000e+03   2.05009343e+01   1.02309117e+01   1.02309117e+01
  1.08300000e+03   1.46762675e+01   1.02442590e+01   1.02442590e+01
  1.08400000e+03   3.42011512e+01   1.02577697e+01   1.02577697e+01
  1.08500000e+03   2.56089376e+01   1.02714486e+01   1.02714486e+01
  1.08600000e+03   4.59029961e+00   1.02852988e+01   1.02852988e+01
  1.08700000e+03   1.75831329e+01   1.02993246e+01   1.02993246e+01
  1.08800000e+03   4.86329414e+01   1.03135291e+01   1.03135291e+01
  1.08900000e+03   1.25241658e+01   1.03279165e+01   1.03279165e+01
  1.09000000e+03   3.14934042e+01   1.03424900e+01   1.03424900e+01
  1.09100000e+03   3.04420747e+01   1.03572538e+01   1.03572538e+01
  1.09200000e+03   2.75770463e+00   1.03722111e+01   1.03722111e+01
  1.09300000e+03   2.57116270e+01   1.03873655e+01   1.03873655e+01
  1.09400000e+03   4.06987647e+01   1.04027214e+01   1.04027214e+01
  1.09500000e+03   1.03582336e+01   1.04182813e+01   1.04182813e+01
  1.09600000e+03   2.22638899e+01   1.04340518e+01   1.04340518e+01
  1.09700000e+03   3.26787636e+01   1.04500346e+01   1.04500346e+01
  1.09800000e+03   3.69359589e+01   1.04662310e+01   1.04662310e+01
  1.09900000e+03   1.76372004e+01   1.04826455e+01   1.04826455e+01
  1.10000000e+03   1.53559944e+01   1.04992828e+01   1.04992828e+01
  1.10100000e+03   2.57965837e+01   1.05161452e+01   1.05161452e+01
  1.10200000e+03   7.93777309e+00   1.05332367e+01   1.05332367e+01
  1.10300000e+03   9.67826815e+00   1.05505579e+01   1.05505579e+01
  1.10400000e+03   1.82540016e+01   1.05681125e+01   1.05681125e+01
  1.10500000e+03   2.85581124e+01   1.05859028e+01   1.05859028e+01
  1.10600000e+03   1.70055097e+01   1.06039315e+01   1.06039315e+01
  1.10700000e+03   8.93476782e+00   1.06221991e+01   1.06221991e+01
  1.10800000e+03   1.09489927e+01   1.06407101e+01   1.06407101e+01
  1.10900000e+03   3.74507703e+01   1.06594657e+01   1.06594657e+01
  1.11000000e+03  -2.25647610e+00   1.06784688e+01   1.06784688e+01
  1.11100000e+03   2.27597342e+01   1.06977215e+01   1.06977215e+01
  1.11200000e+03   3.19524213e+01   1.07172285e+01   1.07172285e+01
  1.11300000e+03   2.75131052e+00   1.07369903e+01   1.07369903e+01
  1.11400000e+03   1.27144705e+01   1.07570069e+01   1.07570069e+01
  1.11500000e+03   8.87350340e+00   1.07772822e+01   1.07772822e+01
  1.11600000e+03   1.62825731e+01   1.07978193e+01   1.07978193e+01
  1.11700000e+03   1.70401999e+01   1.08186205e+01   1.08186205e+01
  1.11800000e+03  -3.58086711e+00   1.08396868e+01   1.08396868e+01
  1.11900000e+03   1.61290871e+01   1.08610214e+01   1.08610214e+01
  1.12000000e+03   3.06801217e+01   1.08826236e+01   1.08826236e+01
  1.12100000e+03   1.87995835e+01   1.09044954e+01   1.09044954e+01
  1.12200000e+03   2.68363832e+01   1.09266375e+01   1.09266375e+01
  1.12300000e+03   1.39409984e+01   1.09490515e+01   1.09490515e+01
  1.12400000e+03   1.09764875e+01   1.09717371e+01   1.09717371e+01
  1.12500000e+03   9.78597946e+00   1.09946973e+01   1.09946973e+01
  1.12600000e+03   1.64208944e+01   1.10179311e+01   1.10179311e+01
  1.12700000e+03   2.12737341e+01   1.10414417e+01   1.10414417e+01
  1.12800000e+03   8.63680651e+00   1.10652303e+01   1.10652303e+01
  1.12900000e+03   1.30993767e+01   1.10892985e+01   1.10892985e+01
  1.13000000e+03   3.18454155e+01   1.11136432e+01   1.11136432e+01
  1.13100000e+03   3.90064438e+01   1.11382675e+01   1.11382675e+01
  1.13200000e+03  -1.17802500e+01   1.11631740e+01   1.11631740e+01
